ILDIALCT,ilab_v1,FITS/CSV file dialect
323.400,6.021912e-01,6.069009e-01
323.600,6.091980e-01,6.081915e-01
323.800,6.159312e-01,6.094589e-01
324.000,6.115449e-01,6.107230e-01
324.200,6.099238e-01,6.120131e-01
324.400,6.128702e-01,6.133649e-01
324.600,6.175021e-01,6.148072e-01
324.800,6.153741e-01,6.163515e-01
325.000,6.126419e-01,6.179844e-01
325.200,6.273876e-01,6.196713e-01
325.400,6.272895e-01,6.213836e-01
325.600,6.211487e-01,6.231069e-01
325.800,6.218767e-01,6.248674e-01
326.000,6.292079e-01,6.267018e-01
326.200,6.302471e-01,6.286392e-01
326.400,6.274385e-01,6.306790e-01
326.600,6.338340e-01,6.327675e-01
326.800,6.381654e-01,6.348145e-01
327.000,6.388065e-01,6.367258e-01
327.200,6.433493e-01,6.384446e-01
327.400,6.411499e-01,6.399676e-01
327.600,6.371714e-01,6.413466e-01
327.800,6.434166e-01,6.426606e-01
328.000,6.418194e-01,6.439676e-01
328.200,6.476110e-01,6.452773e-01
328.400,6.445106e-01,6.465429e-01
328.600,6.536634e-01,6.476945e-01
328.800,6.524008e-01,6.486752e-01
329.000,6.479197e-01,6.494794e-01
329.200,6.517094e-01,6.501837e-01
329.400,6.467018e-01,6.509322e-01
329.600,6.535236e-01,6.518931e-01
329.800,6.523658e-01,6.532047e-01
330.000,6.564927e-01,6.549325e-01
330.200,6.555736e-01,6.570500e-01
330.400,6.570221e-01,6.594311e-01
330.600,6.694591e-01,6.618985e-01
330.800,6.660525e-01,6.642633e-01
331.000,6.685452e-01,6.663783e-01
331.200,6.696995e-01,6.681687e-01
331.400,6.701525e-01,6.696316e-01
331.600,6.730734e-01,6.708226e-01
331.800,6.662434e-01,6.718233e-01
332.000,6.721110e-01,6.727218e-01
332.200,6.772943e-01,6.735885e-01
332.400,6.798829e-01,6.744728e-01
332.600,6.770675e-01,6.754086e-01
332.800,6.660653e-01,6.764115e-01
333.000,6.804308e-01,6.774927e-01
333.200,6.788552e-01,6.786583e-01
333.400,6.867952e-01,6.799136e-01
333.600,6.812600e-01,6.812701e-01
333.800,6.816792e-01,6.827371e-01
334.000,6.826634e-01,6.843243e-01
334.200,6.858370e-01,6.860205e-01
334.400,6.885642e-01,6.877811e-01
334.600,6.917289e-01,6.895131e-01
334.800,6.932848e-01,6.910906e-01
335.000,6.924642e-01,6.923855e-01
335.200,6.939938e-01,6.933034e-01
335.400,6.982507e-01,6.938329e-01
335.600,6.960827e-01,6.940686e-01
335.800,6.928603e-01,6.942065e-01
336.000,6.940076e-01,6.944848e-01
336.200,6.867030e-01,6.951243e-01
336.400,6.985070e-01,6.962673e-01
336.600,6.998510e-01,6.979304e-01
336.800,6.985415e-01,6.999992e-01
337.000,7.033243e-01,7.022660e-01
337.200,7.128363e-01,7.044932e-01
337.400,7.085718e-01,7.064762e-01
337.600,7.061099e-01,7.080966e-01
337.800,7.096110e-01,7.093400e-01
338.000,7.140297e-01,7.102784e-01
338.200,7.111568e-01,7.110440e-01
338.400,7.045899e-01,7.117852e-01
338.600,7.183273e-01,7.126313e-01
338.800,7.132203e-01,7.136815e-01
339.000,7.175523e-01,7.149769e-01
339.200,7.118729e-01,7.164975e-01
339.400,7.216001e-01,7.181663e-01
339.600,7.171529e-01,7.198597e-01
339.800,7.224575e-01,7.214336e-01
340.000,7.294872e-01,7.227641e-01
340.200,7.268096e-01,7.237810e-01
340.400,7.236472e-01,7.244941e-01
340.600,7.269876e-01,7.249920e-01
340.800,7.190265e-01,7.254065e-01
341.000,7.238281e-01,7.258687e-01
341.200,7.313056e-01,7.264783e-01
341.400,7.225308e-01,7.272670e-01
341.600,7.331683e-01,7.282183e-01
341.800,7.340091e-01,7.292757e-01
342.000,7.296665e-01,7.303834e-01
342.200,7.242983e-01,7.315051e-01
342.400,7.380983e-01,7.326336e-01
342.600,7.337469e-01,7.337905e-01
342.800,7.376063e-01,7.350250e-01
343.000,7.384483e-01,7.363920e-01
343.200,7.377216e-01,7.379332e-01
343.400,7.367704e-01,7.396690e-01
343.600,7.412257e-01,7.415637e-01
343.800,7.395418e-01,7.435366e-01
344.000,7.588127e-01,7.454767e-01
344.200,7.436504e-01,7.472623e-01
344.400,7.530430e-01,7.488143e-01
344.600,7.528869e-01,7.501192e-01
344.800,7.452432e-01,7.512344e-01
345.000,7.547335e-01,7.522791e-01
345.200,7.539025e-01,7.533842e-01
345.400,7.550875e-01,7.546540e-01
345.600,7.530876e-01,7.561194e-01
345.800,7.620298e-01,7.577418e-01
346.000,7.535801e-01,7.594219e-01
346.200,7.701674e-01,7.610245e-01
346.400,7.630488e-01,7.624360e-01
346.600,7.629762e-01,7.635908e-01
346.800,7.688928e-01,7.644825e-01
347.000,7.618083e-01,7.651596e-01
347.200,7.657908e-01,7.657064e-01
347.400,7.632147e-01,7.662292e-01
347.600,7.681413e-01,7.668206e-01
347.800,7.732846e-01,7.675641e-01
348.000,7.655467e-01,7.685156e-01
348.200,7.726082e-01,7.696891e-01
348.400,7.669718e-01,7.710502e-01
348.600,7.630817e-01,7.725001e-01
348.800,7.870094e-01,7.738950e-01
349.000,7.768467e-01,7.750703e-01
349.200,7.764039e-01,7.758929e-01
349.400,7.788895e-01,7.763044e-01
349.600,7.784956e-01,7.763560e-01
349.800,7.721413e-01,7.761862e-01
350.000,7.734445e-01,7.759892e-01
350.200,7.744009e-01,7.759572e-01
350.400,7.771413e-01,7.762255e-01
350.600,7.778403e-01,7.768491e-01
350.800,7.769587e-01,7.778033e-01
351.000,7.805363e-01,7.790153e-01
351.200,7.844402e-01,7.803977e-01
351.400,7.786249e-01,7.818739e-01
351.600,7.848474e-01,7.833949e-01
351.800,7.890209e-01,7.849276e-01
352.000,7.829996e-01,7.864445e-01
352.200,7.885225e-01,7.879294e-01
352.400,7.916450e-01,7.893604e-01
352.600,7.930443e-01,7.907156e-01
352.800,7.943255e-01,7.919882e-01
353.000,7.907476e-01,7.931802e-01
353.200,7.937189e-01,7.943010e-01
353.400,7.951684e-01,7.953558e-01
353.600,7.980199e-01,7.963511e-01
353.800,8.012000e-01,7.972791e-01
354.000,7.964576e-01,7.981283e-01
354.200,7.982218e-01,7.988943e-01
354.400,7.996168e-01,7.995823e-01
354.600,8.022160e-01,8.002244e-01
354.800,8.030561e-01,8.008664e-01
355.000,7.975932e-01,8.015725e-01
355.200,8.069671e-01,8.024029e-01
355.400,7.999148e-01,8.033936e-01
355.600,8.045731e-01,8.045498e-01
355.800,8.042980e-01,8.058370e-01
356.000,8.144902e-01,8.071873e-01
356.200,8.035612e-01,8.085209e-01
356.400,8.156219e-01,8.097613e-01
356.600,8.120604e-01,8.108631e-01
356.800,8.075307e-01,8.118193e-01
357.000,8.179962e-01,8.126586e-01
357.200,8.101178e-01,8.134371e-01
357.400,8.165414e-01,8.142188e-01
357.600,8.132283e-01,8.150651e-01
357.800,8.181759e-01,8.160253e-01
358.000,8.180248e-01,8.171274e-01
358.200,8.174036e-01,8.183773e-01
358.400,8.198252e-01,8.197540e-01
358.600,8.221093e-01,8.212180e-01
358.800,8.219925e-01,8.227048e-01
359.000,8.286402e-01,8.241423e-01
359.200,8.253456e-01,8.254640e-01
359.400,8.261632e-01,8.266263e-01
359.600,8.298473e-01,8.276075e-01
359.800,8.293533e-01,8.284218e-01
360.000,8.285177e-01,8.291018e-01
360.200,8.293806e-01,8.296854e-01
360.400,8.278079e-01,8.302127e-01
360.600,8.339970e-01,8.307104e-01
360.800,8.326455e-01,8.312049e-01
361.000,8.317978e-01,8.317222e-01
361.200,8.310435e-01,8.322958e-01
361.400,8.331239e-01,8.329673e-01
361.600,8.353098e-01,8.337730e-01
361.800,8.326489e-01,8.347375e-01
362.000,8.368422e-01,8.358585e-01
362.200,8.379478e-01,8.371046e-01
362.400,8.404945e-01,8.384261e-01
362.600,8.390277e-01,8.397647e-01
362.800,8.427233e-01,8.410737e-01
363.000,8.438018e-01,8.423300e-01
363.200,8.449604e-01,8.435327e-01
363.400,8.434207e-01,8.446914e-01
363.600,8.450229e-01,8.458156e-01
363.800,8.485942e-01,8.468919e-01
364.000,8.462661e-01,8.478892e-01
364.200,8.520910e-01,8.487624e-01
364.400,8.492424e-01,8.494755e-01
364.600,8.531821e-01,8.500195e-01
364.800,8.510838e-01,8.504223e-01
365.000,8.492740e-01,8.507474e-01
365.200,8.486548e-01,8.510734e-01
365.400,8.503129e-01,8.514746e-01
365.600,8.530388e-01,8.520107e-01
365.800,8.558009e-01,8.527119e-01
366.000,8.566079e-01,8.535846e-01
366.200,8.502452e-01,8.546165e-01
366.400,8.559344e-01,8.557751e-01
366.600,8.566997e-01,8.570182e-01
366.800,8.603810e-01,8.582917e-01
367.000,8.610973e-01,8.595438e-01
367.200,8.626520e-01,8.607384e-01
367.400,8.649729e-01,8.618611e-01
367.600,8.604211e-01,8.629263e-01
367.800,8.620850e-01,8.639653e-01
368.000,8.677353e-01,8.650118e-01
368.200,8.622825e-01,8.660794e-01
368.400,8.722869e-01,8.671572e-01
368.600,8.678798e-01,8.682068e-01
368.800,8.694879e-01,8.691800e-01
369.000,8.733270e-01,8.700281e-01
369.200,8.672738e-01,8.707233e-01
369.400,8.724062e-01,8.712582e-01
369.600,8.724224e-01,8.716411e-01
369.800,8.720436e-01,8.719127e-01
370.000,8.741587e-01,8.721284e-01
370.200,8.734971e-01,8.723551e-01
370.400,8.694045e-01,8.726692e-01
370.600,8.718978e-01,8.731431e-01
370.800,8.753985e-01,8.738350e-01
371.000,8.740485e-01,8.747748e-01
371.200,8.791819e-01,8.759570e-01
371.400,8.758148e-01,8.773389e-01
371.600,8.813499e-01,8.788366e-01
371.800,8.755685e-01,8.803470e-01
372.000,8.841663e-01,8.817529e-01
372.200,8.918611e-01,8.829517e-01
372.400,8.792686e-01,8.838807e-01
372.600,8.851666e-01,8.845262e-01
372.800,8.890187e-01,8.849319e-01
373.000,8.822864e-01,8.851824e-01
373.200,8.843110e-01,8.853794e-01
373.400,8.848117e-01,8.856093e-01
373.600,8.846054e-01,8.859267e-01
373.800,8.884782e-01,8.863458e-01
374.000,8.886994e-01,8.868558e-01
374.200,8.890626e-01,8.874399e-01
374.400,8.854656e-01,8.880930e-01
374.600,8.895220e-01,8.888321e-01
374.800,8.909353e-01,8.896865e-01
375.000,8.898343e-01,8.906795e-01
375.200,8.911681e-01,8.918032e-01
375.400,8.948167e-01,8.930125e-01
375.600,8.941317e-01,8.942286e-01
375.800,8.944449e-01,8.953498e-01
376.000,9.015550e-01,8.962962e-01
376.200,8.980576e-01,8.970317e-01
376.400,8.981615e-01,8.975758e-01
376.600,8.967372e-01,8.979996e-01
376.800,8.974448e-01,8.983972e-01
377.000,8.976128e-01,8.988462e-01
377.200,8.989255e-01,8.993850e-01
377.400,8.985996e-01,9.000007e-01
377.600,9.046968e-01,9.006475e-01
377.800,9.034574e-01,9.012728e-01
378.000,9.041672e-01,9.018541e-01
378.200,9.009888e-01,9.024072e-01
378.400,9.006031e-01,9.029779e-01
378.600,9.005030e-01,9.036272e-01
378.800,9.066843e-01,9.044013e-01
379.000,9.073570e-01,9.053157e-01
379.200,9.094424e-01,9.063455e-01
379.400,9.057037e-01,9.074363e-01
379.600,9.084497e-01,9.085059e-01
379.800,9.070536e-01,9.094679e-01
380.000,9.121267e-01,9.102416e-01
380.200,9.136623e-01,9.107754e-01
380.400,9.155514e-01,9.110635e-01
380.600,9.093682e-01,9.111564e-01
380.800,9.094956e-01,9.111556e-01
381.000,9.114689e-01,9.111923e-01
381.200,9.072101e-01,9.113856e-01
381.400,9.130396e-01,9.118137e-01
381.600,9.105395e-01,9.124870e-01
381.800,9.169081e-01,9.133504e-01
382.000,9.156227e-01,9.143091e-01
382.200,9.181309e-01,9.152606e-01
382.400,9.132320e-01,9.161271e-01
382.600,9.180201e-01,9.168741e-01
382.800,9.180173e-01,9.175070e-01
383.000,9.193395e-01,9.180610e-01
383.200,9.189586e-01,9.185852e-01
383.400,9.171666e-01,9.191266e-01
383.600,9.196989e-01,9.197191e-01
383.800,9.236276e-01,9.203859e-01
384.000,9.189896e-01,9.211244e-01
384.200,9.223061e-01,9.219183e-01
384.400,9.234591e-01,9.227309e-01
384.600,9.220824e-01,9.235087e-01
384.800,9.275316e-01,9.241904e-01
385.000,9.250255e-01,9.247198e-01
385.200,9.243288e-01,9.250614e-01
385.400,9.261109e-01,9.252110e-01
385.600,9.280457e-01,9.252114e-01
385.800,9.225953e-01,9.251400e-01
386.000,9.249985e-01,9.251031e-01
386.200,9.258906e-01,9.252109e-01
386.400,9.207099e-01,9.255547e-01
386.600,9.306419e-01,9.261816e-01
386.800,9.250274e-01,9.270822e-01
387.000,9.295478e-01,9.281841e-01
387.200,9.285296e-01,9.293736e-01
387.400,9.329264e-01,9.305102e-01
387.600,9.303001e-01,9.314723e-01
387.800,9.370005e-01,9.321885e-01
388.000,9.371038e-01,9.326553e-01
388.200,9.288377e-01,9.329461e-01
388.400,9.317933e-01,9.331780e-01
388.600,9.314975e-01,9.334819e-01
388.800,9.339789e-01,9.339602e-01
389.000,9.351313e-01,9.346571e-01
389.200,9.370306e-01,9.355454e-01
389.400,9.357979e-01,9.365462e-01
389.600,9.413602e-01,9.375527e-01
389.800,9.349294e-01,9.384645e-01
390.000,9.435178e-01,9.392168e-01
390.200,9.403473e-01,9.397854e-01
390.400,9.395185e-01,9.401869e-01
390.600,9.410644e-01,9.404644e-01
390.800,9.373741e-01,9.406624e-01
391.000,9.436635e-01,9.408163e-01
391.200,9.399803e-01,9.409466e-01
391.400,9.410899e-01,9.410688e-01
391.600,9.425837e-01,9.411962e-01
391.800,9.422263e-01,9.413550e-01
392.000,9.409932e-01,9.415868e-01
392.200,9.420147e-01,9.419410e-01
392.400,9.387154e-01,9.424522e-01
392.600,9.449972e-01,9.431247e-01
392.800,9.446495e-01,9.439200e-01
393.000,9.467802e-01,9.447605e-01
393.200,9.419095e-01,9.455433e-01
393.400,9.512500e-01,9.461754e-01
393.600,9.464878e-01,9.465970e-01
393.800,9.513451e-01,9.468030e-01
394.000,9.421356e-01,9.468446e-01
394.200,9.452367e-01,9.468164e-01
394.400,9.492223e-01,9.468334e-01
394.600,9.463465e-01,9.469972e-01
394.800,9.447680e-01,9.473726e-01
395.000,9.499542e-01,9.479757e-01
395.200,9.491335e-01,9.487668e-01
395.400,9.483700e-01,9.496645e-01
395.600,9.517728e-01,9.505656e-01
395.800,9.524218e-01,9.513688e-01
396.000,9.553944e-01,9.520087e-01
396.200,9.528212e-01,9.524654e-01
396.400,9.520741e-01,9.527693e-01
396.600,9.534211e-01,9.529847e-01
396.800,9.499089e-01,9.531975e-01
397.000,9.534523e-01,9.534797e-01
397.200,9.547603e-01,9.538770e-01
397.400,9.572191e-01,9.543852e-01
397.600,9.529913e-01,9.549609e-01
397.800,9.551396e-01,9.555324e-01
398.000,9.546595e-01,9.560191e-01
398.200,9.589283e-01,9.563522e-01
398.400,9.611878e-01,9.565013e-01
398.600,9.551648e-01,9.564762e-01
398.800,9.541904e-01,9.563263e-01
399.000,9.540584e-01,9.561263e-01
399.200,9.570444e-01,9.559528e-01
399.400,9.556982e-01,9.558647e-01
399.600,9.561586e-01,9.558838e-01
399.800,9.542392e-01,9.560019e-01
400.000,9.576362e-01,9.561893e-01
400.200,9.579713e-01,9.564134e-01
400.400,9.575801e-01,9.566590e-01
400.600,9.545799e-01,9.569342e-01
400.800,9.593241e-01,9.572721e-01
401.000,9.559572e-01,9.577121e-01
401.200,9.589114e-01,9.582810e-01
401.400,9.587524e-01,9.589718e-01
401.600,9.598720e-01,9.597421e-01
401.800,9.599218e-01,9.605159e-01
402.000,9.613357e-01,9.611974e-01
402.200,9.669492e-01,9.617036e-01
402.400,9.616595e-01,9.619879e-01
402.600,9.624701e-01,9.620530e-01
402.800,9.597169e-01,9.619503e-01
403.000,9.606774e-01,9.617647e-01
403.200,9.639310e-01,9.615885e-01
403.400,9.597457e-01,9.615013e-01
403.600,9.593201e-01,9.615532e-01
403.800,9.630342e-01,9.617536e-01
404.000,9.651907e-01,9.620849e-01
404.200,9.603139e-01,9.625092e-01
404.400,9.617677e-01,9.629823e-01
404.600,9.660050e-01,9.634651e-01
404.800,9.642110e-01,9.639313e-01
405.000,9.637994e-01,9.643719e-01
405.200,9.667053e-01,9.647897e-01
405.400,9.645932e-01,9.651943e-01
405.600,9.644859e-01,9.655887e-01
405.800,9.662967e-01,9.659638e-01
406.000,9.655021e-01,9.662933e-01
406.200,9.659029e-01,9.665426e-01
406.400,9.730525e-01,9.666816e-01
406.600,9.634638e-01,9.667007e-01
406.800,9.681106e-01,9.666214e-01
407.000,9.633121e-01,9.664922e-01
407.200,9.678316e-01,9.663857e-01
407.400,9.665431e-01,9.663733e-01
407.600,9.651728e-01,9.665015e-01
407.800,9.660591e-01,9.667871e-01
408.000,9.661980e-01,9.672088e-01
408.200,9.723080e-01,9.677211e-01
408.400,9.659423e-01,9.682620e-01
408.600,9.709450e-01,9.687763e-01
408.800,9.675607e-01,9.692178e-01
409.000,9.702324e-01,9.695632e-01
409.200,9.715196e-01,9.698077e-01
409.400,9.683394e-01,9.699586e-01
409.600,9.731796e-01,9.700282e-01
409.800,9.661287e-01,9.700354e-01
410.000,9.696741e-01,9.699955e-01
410.200,9.725373e-01,9.699288e-01
410.400,9.692339e-01,9.698543e-01
410.600,9.730591e-01,9.697955e-01
410.800,9.641126e-01,9.697753e-01
411.000,9.708090e-01,9.698197e-01
411.200,9.686440e-01,9.699498e-01
411.400,9.754452e-01,9.701805e-01
411.600,9.688331e-01,9.705215e-01
411.800,9.692811e-01,9.709650e-01
412.000,9.699290e-01,9.714863e-01
412.200,9.744434e-01,9.720364e-01
412.400,9.736493e-01,9.725477e-01
412.600,9.718716e-01,9.729461e-01
412.800,9.732188e-01,9.731746e-01
413.000,9.752331e-01,9.732163e-01
413.200,9.765356e-01,9.731031e-01
413.400,9.737426e-01,9.729133e-01
413.600,9.655088e-01,9.727461e-01
413.800,9.710165e-01,9.726840e-01
414.000,9.732395e-01,9.727649e-01
414.200,9.747511e-01,9.729639e-01
414.400,9.745926e-01,9.732142e-01
414.600,9.754521e-01,9.734308e-01
414.800,9.727318e-01,9.735504e-01
415.000,9.734958e-01,9.735499e-01
415.200,9.744785e-01,9.734536e-01
415.400,9.702997e-01,9.733173e-01
415.600,9.742275e-01,9.732075e-01
415.800,9.716302e-01,9.731739e-01
416.000,9.751116e-01,9.732415e-01
416.200,9.735651e-01,9.734082e-01
416.400,9.728924e-01,9.736622e-01
416.600,9.746883e-01,9.739852e-01
416.800,9.746339e-01,9.743600e-01
417.000,9.740942e-01,9.747658e-01
417.200,9.747931e-01,9.751818e-01
417.400,9.771602e-01,9.755814e-01
417.600,9.754462e-01,9.759315e-01
417.800,9.775618e-01,9.762008e-01
418.000,9.769355e-01,9.763672e-01
418.200,9.747384e-01,9.764280e-01
418.400,9.771233e-01,9.764035e-01
418.600,9.761070e-01,9.763360e-01
418.800,9.803855e-01,9.762732e-01
419.000,9.711704e-01,9.762585e-01
419.200,9.756764e-01,9.763109e-01
419.400,9.748355e-01,9.764203e-01
419.600,9.787769e-01,9.765531e-01
419.800,9.792070e-01,9.766674e-01
420.000,9.770790e-01,9.767316e-01
420.200,9.776241e-01,9.767377e-01
420.400,9.741092e-01,9.767013e-01
420.600,9.759738e-01,9.766531e-01
420.800,9.745126e-01,9.766250e-01
421.000,9.789956e-01,9.766382e-01
421.200,9.779476e-01,9.767011e-01
421.400,9.784756e-01,9.768104e-01
421.600,9.752130e-01,9.769593e-01
421.800,9.750217e-01,9.771420e-01
422.000,9.785408e-01,9.773538e-01
422.200,9.771453e-01,9.775924e-01
422.400,9.789468e-01,9.778502e-01
422.600,9.799418e-01,9.781251e-01
422.800,9.778638e-01,9.784164e-01
423.000,9.784012e-01,9.787282e-01
423.200,9.780313e-01,9.790650e-01
423.400,9.797602e-01,9.794240e-01
423.600,9.794050e-01,9.797913e-01
423.800,9.807646e-01,9.801408e-01
424.000,9.822506e-01,9.804426e-01
424.200,9.803351e-01,9.806736e-01
424.400,9.813089e-01,9.808301e-01
424.600,9.809848e-01,9.809233e-01
424.800,9.805985e-01,9.809702e-01
425.000,9.796369e-01,9.809783e-01
425.200,9.791769e-01,9.809386e-01
425.400,9.817448e-01,9.808303e-01
425.600,9.836859e-01,9.806280e-01
425.800,9.816809e-01,9.803270e-01
426.000,9.795809e-01,9.799513e-01
426.200,9.768352e-01,9.795535e-01
426.400,9.765689e-01,9.792007e-01
426.600,9.799877e-01,9.789520e-01
426.800,9.798088e-01,9.788388e-01
427.000,9.786764e-01,9.788567e-01
427.200,9.779540e-01,9.789744e-01
427.400,9.803794e-01,9.791508e-01
427.600,9.802969e-01,9.793527e-01
427.800,9.802213e-01,9.795658e-01
428.000,9.780570e-01,9.797947e-01
428.200,9.814346e-01,9.800490e-01
428.400,9.779069e-01,9.803258e-01
428.600,9.813223e-01,9.806035e-01
428.800,9.812820e-01,9.808410e-01
429.000,9.821798e-01,9.809957e-01
429.200,9.821768e-01,9.810400e-01
429.400,9.820283e-01,9.809756e-01
429.600,9.802529e-01,9.808338e-01
429.800,9.787708e-01,9.806706e-01
430.000,9.786704e-01,9.805449e-01
430.200,9.802772e-01,9.804981e-01
430.400,9.833850e-01,9.805411e-01
430.600,9.800280e-01,9.806569e-01
430.800,9.802436e-01,9.808084e-01
431.000,9.815114e-01,9.809550e-01
431.200,9.799994e-01,9.810651e-01
431.400,9.839413e-01,9.811213e-01
431.600,9.805688e-01,9.811254e-01
431.800,9.788184e-01,9.810883e-01
432.000,9.812523e-01,9.810320e-01
432.200,9.837722e-01,9.809793e-01
432.400,9.792265e-01,9.809511e-01
432.600,9.804741e-01,9.809634e-01
432.800,9.804163e-01,9.810257e-01
433.000,9.825809e-01,9.811341e-01
433.200,9.795134e-01,9.812712e-01
433.400,9.834276e-01,9.814108e-01
433.600,9.806250e-01,9.815243e-01
433.800,9.813793e-01,9.815939e-01
434.000,9.833709e-01,9.816190e-01
434.200,9.819784e-01,9.816212e-01
434.400,9.822619e-01,9.816372e-01
434.600,9.784086e-01,9.817051e-01
434.800,9.806857e-01,9.818525e-01
435.000,9.836740e-01,9.820767e-01
435.200,9.836216e-01,9.823432e-01
435.400,9.816261e-01,9.825981e-01
435.600,9.836255e-01,9.827813e-01
435.800,9.836250e-01,9.828450e-01
436.000,9.827339e-01,9.827672e-01
436.200,9.837569e-01,9.825565e-01
436.400,9.809297e-01,9.822446e-01
436.600,9.800450e-01,9.818729e-01
436.800,9.808055e-01,9.814849e-01
437.000,9.831547e-01,9.811172e-01
437.200,9.819676e-01,9.807983e-01
437.400,9.780157e-01,9.805521e-01
437.600,9.798288e-01,9.803995e-01
437.800,9.814444e-01,9.803562e-01
438.000,9.791029e-01,9.804256e-01
438.200,9.818677e-01,9.805976e-01
438.400,9.794721e-01,9.808463e-01
438.600,9.825632e-01,9.811299e-01
438.800,9.806439e-01,9.814021e-01
439.000,9.830420e-01,9.816287e-01
439.200,9.828979e-01,9.817959e-01
439.400,9.826691e-01,9.819164e-01
439.600,9.797514e-01,9.820228e-01
439.800,9.822298e-01,9.821593e-01
440.000,9.826344e-01,9.823632e-01
440.200,9.815167e-01,9.826534e-01
440.400,9.837322e-01,9.830223e-01
440.600,9.849778e-01,9.834363e-01
440.800,9.833981e-01,9.838403e-01
441.000,9.824701e-01,9.841763e-01
441.200,9.864159e-01,9.843962e-01
441.400,9.867960e-01,9.844693e-01
441.600,9.832375e-01,9.843944e-01
441.800,9.836813e-01,9.841961e-01
442.000,9.822090e-01,9.839235e-01
442.200,9.863968e-01,9.836346e-01
442.400,9.813069e-01,9.833875e-01
442.600,9.829102e-01,9.832257e-01
442.800,9.825509e-01,9.831700e-01
443.000,9.830483e-01,9.832141e-01
443.200,9.830690e-01,9.833300e-01
443.400,9.853116e-01,9.834783e-01
443.600,9.839231e-01,9.836169e-01
443.800,9.822200e-01,9.837156e-01
444.000,9.854978e-01,9.837597e-01
444.200,9.833105e-01,9.837493e-01
444.400,9.836468e-01,9.836958e-01
444.600,9.822540e-01,9.836174e-01
444.800,9.843836e-01,9.835294e-01
445.000,9.837673e-01,9.834416e-01
445.200,9.833784e-01,9.833592e-01
445.400,9.826533e-01,9.832843e-01
445.600,9.828173e-01,9.832215e-01
445.800,9.845327e-01,9.831736e-01
446.000,9.820696e-01,9.831472e-01
446.200,9.836771e-01,9.831468e-01
446.400,9.819908e-01,9.831717e-01
446.600,9.836183e-01,9.832152e-01
446.800,9.841464e-01,9.832635e-01
447.000,9.829086e-01,9.832972e-01
447.200,9.826679e-01,9.832948e-01
447.400,9.843518e-01,9.832394e-01
447.600,9.824460e-01,9.831250e-01
447.800,9.841479e-01,9.829585e-01
448.000,9.821584e-01,9.827606e-01
