    284 Amalia            -          CX     2   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
    286 Iclea             -          CX     2   -  -  -   -  -      -   -   -   Ch  s   Caa Ch  -   -  -                     
    287 Nephthys          -          S      7   S0 7I S   2I -      -   -   -   -   -   -   -   -   -  -                     
    288 Glauke            -          S      7   S0 7I SK  2I -      -   -   -   S   s   -   -   S   a  -                     
    289 Nenetta           -          A      7G  A0 7I -   -  A      65  -   -   A   s   -   -   A   a  -                     
    290 Bruna             -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
    291 Alice             -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
    292 Ludovica          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
    293 Brasilia          -          CX     2   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
    294 Felicia           -          -      -   -  -  -   -  -      -   -   -   -   -   C   C   -   -  -                     
    295 Theresia          -          S      2   -  -  -   -  -      -   -   -   S   s   -   -   Sw  a  -                     
    296 Phaetusa          -          S      7   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    297 Caecilia          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
    298 Baptistina        -          -      -   -  -  -   -  -      -   -   -   -   -   X   Xc  -   -  -                     
    301 Bavaria           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
    302 Clarissa          -          F      7G  C0 7I C   2I -      -   -   -   -   -   -   -   -   -  -                     
    303 Josephina         -          -      -   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
    304 Olga              -          C      7   C0 7I C   2I -      -   -   -   Xc  s   -   -   -   -  -                     
    305 Gordonia          -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    306 Unitas            -          S      7   S0 7I S   2I -      -   -   -   S   s   -   -   -   -  -                     
    307 Nike              -          CX     2   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
    308 Polyxo            -          T      7G  D3 7I l   2I TSo    65  -   -   T   s   -   -   T   a  -                     
    309 Fraternitas       -          -      -   -  -  -   -  -      -   -   -   -   -   X   X   -   -  -                     
    310 Margarita         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
    311 Claudia           -          S      2G  -  -  -   -  -      -   -   -   -   -   S   Sk  -   -  -                     
    312 Pierretta         -          S      2G  -  -  -   -  -      -   -   -   Sk  s   -   -   -   -  -                     
    313 Chaldaea          -          C      7G  C0 7I C   2I -      -   -   -   -   -   -   -   -   -  -                     
    314 Rosalia           -          -      -   -  -  -   -  -      -   C   s   -   -   B   B   -   -  -                     
    316 Goberta           -          -      -   -  -  -   -  -      -   -   -   -   -   C   C   -   -  -                     
    317 Roxane            -          E      7G  E0 7I -   -  E      65A -   -   Xe  s   -   -   -   -  -                     
    318 Magdalena         -          CXF    2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    319 Leona             -          -      -   -  -  -   -  -      -   X   s   -   -   -   -   -   -  -                     
    321 Florentina        -          S      2   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
    322 Phaeo             -          X      7   M0 7I M   2I -      -   -   -   X   s   -   -   D   a  -                     
    323 Brucia            -          S      7   S0 7I S   2I -      -   -   -   -   -   S   S   -   -  -                     
    324 Bamberga          -          CP     2G  -  -  -   -  Cx     65  -   -   -   -   C   Cb  -   -  -                     
    325 Heidelberga       -          M      2G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    326 Tamara            -          C      7G  C0 7I C   2I -      -   -   -   -   -   -   -   -   -  -                     
    327 Columbia          -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
    328 Gudrun            -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    329 Svea              -          C      7   C0 7I C   2I -      -   -   -   -   -   C   C   -   -  -                     
    331 Etheridgea        -          CX     2   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
    332 Siri              -          -      -   -  -  -   -  -      -   -   -   Xk  s   X   X   -   -  -                     
    333 Badenia           -          C:     2G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    334 Chicago           -          C      7   C0 7I C   2I -      -   -   -   -   -   -   -   -   -  -                     
    335 Roberta           -          FP     7G  C0 7I F   2I -      -   -   -   B   s   -   -   -   -  -                     
    336 Lacadiera         -          D      7G  D0 7I D   2I D      65  -   -   Xk  s   -   -   -   -  -                     
    337 Devosa            -          X      7   M0 7I M   2I -      -   -   -   X   s   -   -   Xk  a  -                     
    338 Budrosa           -          M      7G  M0 7I M   2I -      -   -   -   Xk  s   -   -   -   -  -                     
    339 Dorothea          -          S      7G  S1 7I SK  2I -      -   -   -   K   s   K   T   -   -  -                     
    340 Eduarda           -          S      S   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    341 California        -          S      1G  -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    342 Endymion          -          C      2   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
    343 Ostara            -          CSGU   2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    344 Desiderata        -          C      7   C0 7I C?  2I -      -   -   -   -   -   -   -   -   -  -                     
    345 Tercidina         -          C      7   C0 7I C   2I -      -   -   -   Ch  s   -   -   Ch  a  -                     
    346 Hermentaria       -          S      7   S0 7I S   2I S      65  -   -   S   s   -   -   S   a  -                     
    347 Pariana           -          M      7G  M0 7I M   2I -      -   -   -   -   -   -   -   -   -  -                     
    348 May               -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
    349 Dembowska         -          R      7G  V0 7I r   2I R      65  -   -   R   s   -   -   R   a  -                     
    350 Ornamenta         -          C      7   C0 7I C   2I -      -   -   -   -   -   Caa Ch  -   -  -                     
    351 Yrsa              -          S      2   -  -  -   -  -      -   -   -   -   -   -   -   -   -  -                     
    352 Gisela            -          S      7   S0 7I -   -  SSp    65  -   -   Sl  s   S   Sl  Sw  a  -                     
    353 Ruperto-Carola    -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
    354 Eleonora          -          S      7G  S2 7I S   2I So     65  -   -   Sl  s   A   S   A   a  -                     
    355 Gabriella         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
    356 Liguria           -          C      2G  -  -  -   -  Cv     65  -   -   -   -   Caa Ch  -   -  -                     
    357 Ninina            -          CX     2   -  -  -   -  -      -   -   -   -   -   Caa B   -   -  -                     
    358 Apollonia         -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
    359 Georgia           -          CX     7   M0 7I M   2I -      -   -   -   X   s   -   -   Xk  a  -                     
    360 Carlova           -          C      7   C0 7I C   2I -      -   -   -   C   s   -   -   -   -  -                     
    361 Bononia           -          DP     4G  -  -  D   2I -      -   -   -   -   -   D   D   -   -  -                     
    362 Havnia            -          XC     2   -  -  -   -  -      -   -   -   -   -   Caa Ch  -   -  -                     
